,index,Date,Open,High,Low,Close,Volume,OpenInt,RSI,30day MA,140day MA,buy,sell,buy_spot,sell_spot,Tomorrows Returns,own,Strategy Returns,Cumulative Market Returns,Cumulative Strategy Returns
155,155,1970-08-12,1.5655,1.5655,1.545,1.545,91958,0,39.38069607726885,1.5992133333333316,1.956959285714286,1,0,1.545,0.0,0.0,True,0.0,-0.04180000000000006,0.0
156,156,1970-08-13,1.545,1.5655,1.545,1.545,36783,0,39.38069607726885,1.5957499999999984,1.9521814285714287,0,0,0.0,0.0,0.020499999999999963,True,0.020499999999999963,-0.021300000000000097,0.020499999999999963
157,157,1970-08-14,1.545,1.5868,1.545,1.5655,121843,0,42.29887783647364,1.5922866666666653,1.9477050000000002,0,0,0.0,0.0,0.0,True,0.0,-0.021300000000000097,0.020499999999999963
158,158,1970-08-17,1.5655,1.5868,1.5655,1.5655,66669,0,42.29887783647364,1.5901899999999987,1.9436785714285716,0,0,0.0,0.0,0.0,True,0.0,-0.021300000000000097,0.020499999999999963
159,159,1970-08-18,1.5655,1.5868,1.5655,1.5655,95405,0,42.29887783647365,1.5901899999999987,1.9396521428571427,0,0,0.0,0.0,0.042400000000000215,True,0.042400000000000215,0.02110000000000012,0.06290000000000018
160,160,1970-08-19,1.5655,1.6079,1.5655,1.6079,32185,0,48.30248467481294,1.5901899999999987,1.9359178571428568,0,0,0.0,0.0,0.0,True,0.0,0.02110000000000012,0.06290000000000018
161,161,1970-08-20,1.6079,1.6284,1.6079,1.6079,166673,0,48.30248467481294,1.591603333333332,1.932486428571428,0,0,0.0,0.0,0.020499999999999963,True,0.020499999999999963,0.04160000000000008,0.08340000000000014
162,162,1970-08-21,1.6284,1.6489,1.6284,1.6284,108049,0,51.031973851687574,1.5930166666666652,1.9289085714285708,0,0,0.0,0.0,0.06289999999999996,True,0.06289999999999996,0.10450000000000004,0.1463000000000001
163,163,1970-08-24,1.6489,1.6913,1.6489,1.6913,128742,0,58.16571344379916,1.5951133333333318,1.9251771428571423,0,0,0.0,0.0,0.0,True,0.0,0.10450000000000004,0.1463000000000001
164,164,1970-08-25,1.6913,1.6913,1.6705,1.6913,139088,0,58.16571344379915,1.5978933333333318,1.922049285714285,0,0,0.0,0.0,0.021399999999999864,True,0.021399999999999864,0.1258999999999999,0.16769999999999996
165,165,1970-08-26,1.6913,1.7333,1.6913,1.7127,319553,0,60.343593360450484,1.6006733333333318,1.9190671428571424,0,0,0.0,0.0,-0.04219999999999979,True,-0.04219999999999979,0.08370000000000011,0.12550000000000017
166,166,1970-08-27,1.7127,1.7127,1.6489,1.6705,222997,0,54.45863508830353,1.6048699999999985,1.9162378571428569,0,0,0.0,0.0,0.0,True,0.0,0.08370000000000011,0.12550000000000017
167,167,1970-08-28,1.6705,1.6913,1.6705,1.6705,124142,0,54.45863508830353,1.6083699999999983,1.9128071428571425,0,0,0.0,0.0,0.02079999999999993,True,0.02079999999999993,0.10450000000000004,0.1463000000000001
168,168,1970-08-31,1.6913,1.6913,1.6913,1.6913,136788,0,56.76159087188608,1.6097733333333317,1.9095307142857139,0,0,0.0,0.0,0.0,True,0.0,0.10450000000000004,0.1463000000000001
169,169,1970-09-01,1.6913,1.6913,1.6705,1.6913,142534,0,56.76159087188607,1.6118699999999984,1.9057978571428567,0,0,0.0,0.0,0.0,True,0.0,0.10450000000000004,0.1463000000000001
170,170,1970-09-02,1.6913,1.6913,1.6705,1.6913,35634,0,56.76159087188607,1.6153533333333316,1.902220714285714,0,0,0.0,0.0,0.062000000000000055,True,0.062000000000000055,0.1665000000000001,0.20830000000000015
171,171,1970-09-03,1.6913,1.7746,1.6913,1.7533,149433,0,63.22662201735665,1.6188366666666651,1.8986435714285712,0,0,0.0,0.0,0.04239999999999999,True,0.04239999999999999,0.20890000000000009,0.25070000000000014
172,172,1970-09-04,1.7533,1.8165,1.7533,1.7957,179316,0,66.80007876640872,1.6236833333333318,1.895509285714286,0,0,0.0,0.0,0.0,True,0.0,0.20890000000000009,0.25070000000000014
173,173,1970-09-08,1.7957,1.8165,1.7746,1.7957,221846,0,66.80007876640872,1.630646666666665,1.8928235714285717,0,0,0.0,0.0,0.0,True,0.0,0.20890000000000009,0.25070000000000014
174,174,1970-09-09,1.7957,1.7957,1.7746,1.7957,62071,0,66.80007876640872,1.6376099999999985,1.8899921428571433,0,0,0.0,0.0,0.02079999999999993,True,0.02079999999999993,0.22970000000000002,0.2715000000000001
175,175,1970-09-10,1.8165,1.8165,1.8165,1.8165,81613,0,68.54879352937735,1.6445733333333317,1.886715714285715,0,0,0.0,0.0,0.0,True,0.0,0.22970000000000002,0.2715000000000001
176,176,1970-09-11,1.8165,1.8165,1.7957,1.8165,70118,0,68.54879352937735,1.651526666666665,1.8835878571428581,0,0,0.0,0.0,-0.04190000000000005,True,-0.04190000000000005,0.18779999999999997,0.22960000000000003
177,177,1970-09-14,1.7957,1.7957,1.7746,1.7746,43679,0,61.337525287689424,1.6584799999999982,1.8804600000000014,0,0,0.0,0.0,-0.08329999999999993,True,-0.08329999999999993,0.10450000000000004,0.1463000000000001
178,178,1970-09-15,1.7746,1.7957,1.6913,1.6913,112648,0,50.27046844879675,1.6626699999999983,1.8768792857142873,0,0,0.0,0.0,0.021399999999999864,True,0.021399999999999864,0.1258999999999999,0.16769999999999996
179,179,1970-09-16,1.6913,1.7127,1.6913,1.7127,73567,0,52.58400276633818,1.6654499999999983,1.8724042857142877,0,0,0.0,0.0,-0.021399999999999864,True,-0.021399999999999864,0.10450000000000004,0.1463000000000001
180,180,1970-09-17,1.7127,1.7333,1.6913,1.6913,252883,0,50.129134570329015,1.6689433333333314,1.867787857142859,0,0,0.0,0.0,0.021399999999999864,True,0.021399999999999864,0.1258999999999999,0.16769999999999996
181,181,1970-09-18,1.6913,1.7533,1.6913,1.7127,331047,0,52.46508515971181,1.671039999999998,1.8630185714285736,0,0,0.0,0.0,-0.021399999999999864,True,-0.021399999999999864,0.10450000000000004,0.1463000000000001
182,182,1970-09-21,1.7127,1.7533,1.6913,1.6913,206904,0,49.99983111733262,1.6752366666666647,1.8585478571428593,0,0,0.0,0.0,0.04200000000000004,True,0.04200000000000004,0.14650000000000007,0.18830000000000013
183,183,1970-09-22,1.6913,1.7333,1.6913,1.7333,93107,0,54.424071675080995,1.6780166666666647,1.853778571428574,0,0,0.0,0.0,0.0,True,0.0,0.14650000000000007,0.18830000000000013
184,184,1970-09-23,1.7333,1.7746,1.7333,1.7333,100004,0,54.42407167508099,1.682899999999998,1.849309285714288,0,0,0.0,0.0,-0.06279999999999997,True,-0.06279999999999997,0.08370000000000011,0.12550000000000017
185,185,1970-09-24,1.7127,1.7127,1.6705,1.6705,220698,0,47.465662665554085,1.6884933333333314,1.8446907142857165,0,0,0.0,0.0,0.0,True,0.0,0.08370000000000011,0.12550000000000017
186,186,1970-09-25,1.6705,1.6913,1.6284,1.6705,179316,0,47.465662665554085,1.6926766666666646,1.8397728571428595,0,0,0.0,0.0,-0.021600000000000064,True,-0.021600000000000064,0.062100000000000044,0.1039000000000001
187,187,1970-09-28,1.6705,1.6705,1.6284,1.6489,127591,0,45.2602843615301,1.6968599999999978,1.8350007142857168,0,0,0.0,0.0,0.0,True,0.0,0.062100000000000044,0.1039000000000001
188,188,1970-09-29,1.6489,1.6489,1.6079,1.6489,158628,0,45.260284361530104,1.6996399999999978,1.8300742857142884,0,0,0.0,0.0,0.0,True,0.0,0.062100000000000044,0.1039000000000001
189,189,1970-09-30,1.6489,1.6489,1.6284,1.6489,240239,0,45.260284361530104,1.7024199999999976,1.8252964285714315,0,0,0.0,0.0,0.0,True,0.0,0.062100000000000044,0.1039000000000001
190,190,1970-10-01,1.6489,1.6489,1.6489,1.6489,140234,0,45.2602843615301,1.7051999999999976,1.8206657142857172,0,0,0.0,0.0,0.04239999999999999,True,0.04239999999999999,0.10450000000000004,0.1463000000000001
191,191,1970-10-02,1.6705,1.6913,1.6705,1.6913,205755,0,50.7725321382688,1.7065666666666641,1.8161871428571457,0,0,0.0,0.0,0.04200000000000004,True,0.04200000000000004,0.14650000000000007,0.18830000000000013
192,192,1970-10-05,1.6913,1.7333,1.6913,1.7333,72418,0,55.45022339064419,1.7093466666666641,1.812165000000003,0,0,0.0,0.0,0.04129999999999989,True,0.04129999999999989,0.18779999999999997,0.22960000000000003
193,193,1970-10-06,1.7333,1.7957,1.7333,1.7746,770145,0,59.439586652944556,1.7128433333333308,1.8084428571428601,0,0,0.0,0.0,0.02110000000000012,True,0.02110000000000012,0.20890000000000009,0.25070000000000014
194,194,1970-10-07,1.7746,1.7957,1.7533,1.7957,380473,0,61.30314306352883,1.7156199999999975,1.805460714285717,0,0,0.0,0.0,0.041899999999999826,True,0.041899999999999826,0.2507999999999999,0.29259999999999997
195,195,1970-10-08,1.7957,1.8787,1.7957,1.8376,506916,0,64.69390870357793,1.7190999999999974,1.802775000000003,0,0,0.0,0.0,-0.041899999999999826,True,-0.041899999999999826,0.20890000000000009,0.25070000000000014
196,196,1970-10-09,1.8165,1.8165,1.7957,1.7957,275871,0,59.230728215719274,1.723263333333331,1.8003885714285746,0,1,0.0,1.7957,-0.04239999999999999,False,0.0,0.1665000000000001,0.25070000000000014
197,197,1970-10-12,1.7957,1.7957,1.7533,1.7533,167822,0,54.342515220046884,1.7274366666666645,1.797557142857146,0,0,0.0,0.0,0.0,False,0.0,0.1665000000000001,0.25070000000000014
198,198,1970-10-13,1.7533,1.7533,1.7333,1.7533,96554,0,54.34251522004689,1.7301966666666646,1.793672142857146,0,0,0.0,0.0,-0.020000000000000018,False,0.0,0.14650000000000007,0.25070000000000014
199,199,1970-10-14,1.7533,1.7533,1.7333,1.7333,82761,0,52.095429694842856,1.7322633333333315,1.7899392857142888,0,0,0.0,0.0,-0.020600000000000174,False,0.0,0.1258999999999999,0.25070000000000014
200,200,1970-10-15,1.7333,1.7333,1.7127,1.7127,90807,0,49.860075153832994,1.7336633333333316,1.7859114285714317,0,0,0.0,0.0,-0.021399999999999864,False,0.0,0.10450000000000004,0.25070000000000014
201,201,1970-10-16,1.6913,1.6913,1.6489,1.6913,156327,0,47.625429617963405,1.734376666666665,1.7818885714285746,0,0,0.0,0.0,0.0,False,0.0,0.10450000000000004,0.25070000000000014
202,202,1970-10-19,1.6913,1.6913,1.6489,1.6913,117246,0,47.625429617963405,1.732309999999998,1.7775607142857175,0,0,0.0,0.0,0.0,False,0.0,0.10450000000000004,0.25070000000000014
203,203,1970-10-20,1.6913,1.6913,1.6705,1.6913,100004,0,47.62542961796341,1.7288299999999979,1.7730857142857175,0,0,0.0,0.0,0.021399999999999864,False,0.0,0.1258999999999999,0.25070000000000014
204,204,1970-10-21,1.7127,1.7333,1.7127,1.7127,287366,0,50.22724558614527,1.725349999999998,1.7686107142857175,0,0,0.0,0.0,0.0,False,0.0,0.1258999999999999,0.25070000000000014
205,205,1970-10-22,1.7127,1.7127,1.7127,1.7127,68967,0,50.22724558614529,1.7225833333333314,1.7644357142857177,0,0,0.0,0.0,0.020600000000000174,False,0.0,0.14650000000000007,0.25070000000000014
206,206,1970-10-23,1.7333,1.7333,1.7333,1.7333,113796,0,52.73180509608224,1.7191233333333313,1.7602607142857176,0,0,0.0,0.0,-0.020600000000000174,False,0.0,0.1258999999999999,0.25070000000000014
207,207,1970-10-26,1.7333,1.7533,1.7127,1.7127,71267,0,50.07919502485254,1.716349999999998,1.7562328571428607,0,0,0.0,0.0,0.0,False,0.0,0.1258999999999999,0.25070000000000014
208,208,1970-10-27,1.7127,1.7127,1.7127,1.7127,57473,0,50.07919502485254,1.7142866666666647,1.7522100000000036,0,0,0.0,0.0,0.0,False,0.0,0.1258999999999999,0.25070000000000014
209,209,1970-10-28,1.7127,1.7127,1.7127,1.7127,116097,0,50.07919502485254,1.7149999999999979,1.748340714285718,0,0,0.0,0.0,0.020600000000000174,False,0.0,0.14650000000000007,0.25070000000000014
210,210,1970-10-29,1.7127,1.7533,1.7127,1.7333,104600,0,52.84581918149721,1.7149999999999979,1.7444714285714322,0,0,0.0,0.0,0.0,False,0.0,0.14650000000000007,0.25070000000000014
211,211,1970-10-30,1.7333,1.7533,1.7333,1.7333,90807,0,52.84581918149721,1.716399999999998,1.7408935714285754,0,0,0.0,0.0,0.020000000000000018,False,0.0,0.1665000000000001,0.25070000000000014
212,212,1970-11-02,1.7533,1.7533,1.7533,1.7533,54024,0,55.498925459990346,1.7170866666666647,1.7374607142857184,0,0,0.0,0.0,0.04239999999999999,False,0.0,0.20890000000000009,0.25070000000000014
213,213,1970-11-03,1.7533,1.7957,1.7533,1.7957,108049,0,60.46312305144961,1.7191533333333315,1.7343264285714324,0,0,0.0,0.0,0.0,False,0.0,0.20890000000000009,0.25070000000000014
214,214,1970-11-04,1.7957,1.8165,1.7957,1.7957,112648,0,60.46312305144962,1.7212333333333314,1.7316407142857184,0,0,0.0,0.0,0.0,False,0.0,0.20890000000000009,0.25070000000000014
215,215,1970-11-05,1.7957,1.7957,1.7746,1.7957,165524,0,60.46312305144962,1.7233133333333313,1.7289550000000042,0,0,0.0,0.0,-0.04239999999999999,False,0.0,0.1665000000000001,0.25070000000000014
216,216,1970-11-06,1.7957,1.7957,1.7533,1.7533,323001,0,53.50202195410348,1.7274866666666646,1.72626928571429,0,0,0.0,0.0,0.06319999999999992,False,0.0,0.22970000000000002,0.25070000000000014
217,217,1970-11-09,1.7957,1.8165,1.7957,1.8165,158628,0,60.61630918302231,1.730246666666665,1.723876428571433,0,0,0.0,0.0,0.0,False,0.0,0.22970000000000002,0.25070000000000014
218,218,1970-11-10,1.8165,1.8165,1.8165,1.8165,83912,0,60.61630918302231,1.7358333333333316,1.7222350000000042,0,0,0.0,0.0,0.021099999999999897,False,0.0,0.2507999999999999,0.25070000000000014
219,219,1970-11-11,1.8165,1.8587,1.8165,1.8376,378174,0,62.7260123302525,1.7414199999999982,1.7204442857142899,0,0,0.0,0.0,-0.041899999999999826,False,0.0,0.20890000000000009,0.25070000000000014
220,220,1970-11-12,1.8376,1.8376,1.7957,1.7957,88511,0,56.40965954678213,1.7477099999999983,1.7188042857142898,0,0,0.0,0.0,-0.08300000000000018,False,0.0,0.1258999999999999,0.25070000000000014
221,221,1970-11-13,1.7746,1.7746,1.7127,1.7127,1262118,0,46.620673552445716,1.7526033333333317,1.7170142857142898,0,1,0.0,1.7127,-0.021399999999999864,False,0.0,0.10450000000000004,0.25070000000000014
222,222,1970-11-17,1.6913,1.7127,1.6913,1.6913,220698,0,44.52372490552547,1.753316666666665,1.7143314285714328,0,0,0.0,0.0,-0.02079999999999993,False,0.0,0.08370000000000011,0.25070000000000014
223,223,1970-11-18,1.6913,1.6913,1.6705,1.6705,128742,0,42.564937911050194,1.751916666666665,1.7114957142857186,0,0,0.0,0.0,0.02079999999999993,False,0.0,0.10450000000000004,0.25070000000000014
224,224,1970-11-19,1.6705,1.6913,1.6705,1.6913,172422,0,45.107016381920836,1.748446666666665,1.708662142857147,0,0,0.0,0.0,0.0,False,0.0,0.10450000000000004,0.25070000000000014
225,225,1970-11-20,1.6913,1.7127,1.6913,1.6913,108049,0,45.107016381920836,1.744966666666665,1.706727142857147,0,0,0.0,0.0,0.021399999999999864,False,0.0,0.1258999999999999,0.25070000000000014
226,226,1970-11-23,1.6913,1.7127,1.6913,1.7127,158628,0,47.74367526882624,1.7400899999999981,1.7050835714285757,0,0,0.0,0.0,0.020600000000000174,False,0.0,0.14650000000000007,0.25070000000000014
227,227,1970-11-24,1.7333,1.7333,1.7333,1.7333,152879,0,50.16898221122571,1.7373233333333313,1.703301428571433,0,0,0.0,0.0,-0.020600000000000174,False,0.0,0.1258999999999999,0.25070000000000014
228,228,1970-11-25,1.7333,1.7333,1.7127,1.7127,154030,0,47.83216736670161,1.7366566666666645,1.701513571428576,0,0,0.0,0.0,0.020600000000000174,False,0.0,0.14650000000000007,0.25070000000000014
229,229,1970-11-27,1.7127,1.7333,1.7127,1.7333,134489,0,50.27042800880177,1.735303333333331,1.6997314285714333,0,0,0.0,0.0,0.020000000000000018,False,0.0,0.1665000000000001,0.25070000000000014
230,230,1970-11-30,1.7333,1.7533,1.7127,1.7533,259780,0,52.537508984168156,1.735303333333331,1.6980964285714333,0,0,0.0,0.0,0.021299999999999875,False,0.0,0.18779999999999997,0.25070000000000014
231,231,1970-12-01,1.7533,1.7746,1.7533,1.7746,302310,0,54.84522313985612,1.7366566666666645,1.6966042857142904,0,0,0.0,0.0,0.04190000000000005,False,0.0,0.22970000000000002,0.25070000000000014
232,232,1970-12-02,1.7746,1.8165,1.7746,1.8165,820720,0,58.97555558243194,1.7394333333333312,1.695555714285719,0,0,0.0,0.0,0.021099999999999897,False,0.0,0.2507999999999999,0.25070000000000014
233,233,1970-12-03,1.8165,1.8376,1.8165,1.8376,127591,0,60.87272342798625,1.7436066666666645,1.6954050000000045,0,0,0.0,0.0,0.041100000000000136,False,0.0,0.29190000000000005,0.25070000000000014
234,234,1970-12-04,1.8376,1.8787,1.8376,1.8787,151731,0,64.2614443584322,1.7484833333333314,1.6951114285714333,0,0,0.0,0.0,0.020999999999999908,False,0.0,0.31289999999999996,0.25070000000000014
235,235,1970-12-07,1.8997,1.942,1.8997,1.8997,244838,0,65.85209259241987,1.7540166666666648,1.6951114285714333,0,0,0.0,0.0,0.0,False,0.0,0.31289999999999996,0.25070000000000014
236,236,1970-12-08,1.8997,1.9214,1.8997,1.8997,62071,0,65.85209259241987,1.7602499999999983,1.6952614285714331,0,0,0.0,0.0,-0.040999999999999925,False,0.0,0.27190000000000003,0.25070000000000014
237,237,1970-12-09,1.8997,1.8997,1.8587,1.8587,78164,0,60.068456309337236,1.7657966666666651,1.6955542857142902,0,0,0.0,0.0,0.040999999999999925,False,0.0,0.31289999999999996,0.25070000000000014
238,238,1970-12-10,1.8587,1.8997,1.8376,1.8997,147130,0,63.44772126798791,1.7706633333333317,1.695855714285719,0,0,0.0,0.0,-0.020999999999999908,False,0.0,0.29190000000000005,0.25070000000000014
239,239,1970-12-11,1.8997,1.8997,1.8587,1.8787,104600,0,60.679139275969916,1.7768966666666652,1.696901428571433,0,0,0.0,0.0,0.06329999999999991,False,0.0,0.35519999999999996,0.25070000000000014
240,240,1970-12-14,1.8787,1.942,1.8787,1.942,191961,0,65.46114514775005,1.7824299999999986,1.6985428571428618,0,0,0.0,0.0,0.0,False,0.0,0.35519999999999996,0.25070000000000014
241,241,1970-12-15,1.942,1.942,1.9214,1.942,103451,0,65.46114514775005,1.7893866666666653,1.7007828571428618,0,0,0.0,0.0,0.0,False,0.0,0.35519999999999996,0.25070000000000014
242,242,1970-12-16,1.942,1.942,1.942,1.942,108049,0,65.46114514775005,1.796343333333332,1.7025735714285761,0,0,0.0,0.0,-0.02059999999999995,False,0.0,0.3346,0.25070000000000014
243,243,1970-12-17,1.942,1.942,1.8997,1.9214,332198,0,62.572696476899324,1.802633333333332,1.7043642857142902,0,0,0.0,0.0,-0.021700000000000053,False,0.0,0.31289999999999996,0.25070000000000014
244,244,1970-12-18,1.9214,1.9214,1.8787,1.8997,88511,0,59.6539961550218,1.806823333333332,1.7057078571428617,0,0,0.0,0.0,0.0,False,0.0,0.31289999999999996,0.25070000000000014
245,245,1970-12-21,1.8997,1.9214,1.8997,1.8997,131037,0,59.6539961550218,1.8102899999999986,1.7063021428571474,0,0,0.0,0.0,0.021700000000000053,False,0.0,0.3346,0.25070000000000014
246,246,1970-12-22,1.9214,1.9214,1.9214,1.9214,114946,0,61.63676743391135,1.8137566666666654,1.7071957142857188,0,0,0.0,0.0,0.0,False,0.0,0.3346,0.25070000000000014
247,247,1970-12-23,1.9214,1.942,1.9214,1.9214,111498,0,61.63676743391135,1.8193599999999985,1.708093571428576,0,0,0.0,0.0,0.02059999999999995,False,0.0,0.35519999999999996,0.25070000000000014
248,248,1970-12-24,1.9214,1.942,1.9214,1.942,41379,0,63.522406425188315,1.8228566666666652,1.7092942857142903,0,0,0.0,0.0,0.0,False,0.0,0.35519999999999996,0.25070000000000014
249,249,1970-12-28,1.942,1.942,1.942,1.942,54024,0,63.52240642518833,1.8270399999999987,1.7109321428571473,0,0,0.0,0.0,-0.02059999999999995,False,0.0,0.3346,0.25070000000000014
250,250,1970-12-29,1.942,1.942,1.9214,1.9214,179316,0,60.24151377058763,1.8305199999999986,1.7124228571428617,0,0,0.0,0.0,-0.021700000000000053,False,0.0,0.31289999999999996,0.25070000000000014
251,251,1970-12-30,1.9214,1.942,1.8997,1.8997,104600,0,56.978314570569935,1.8347099999999983,1.7137664285714331,0,0,0.0,0.0,0.0,False,0.0,0.31289999999999996,0.25070000000000014
252,252,1970-12-31,1.8997,1.8997,1.8787,1.8997,194260,0,56.97831457056992,1.8409433333333318,1.7151021428571471,0,0,0.0,0.0,-0.040999999999999925,False,0.0,0.27190000000000003,0.25070000000000014
253,253,1971-01-04,1.8787,1.8787,1.8587,1.8587,55175,0,51.1749236601908,1.8478899999999987,1.7170400000000043,0,0,0.0,0.0,0.040999999999999925,False,0.0,0.31289999999999996,0.25070000000000014
254,254,1971-01-05,1.8587,1.9214,1.8587,1.8997,128742,0,55.902736355036566,1.854163333333332,1.7185385714285757,0,0,0.0,0.0,0.021700000000000053,False,0.0,0.3346,0.25070000000000014
255,255,1971-01-06,1.8997,1.942,1.8997,1.9214,168972,0,58.15989640245357,1.861109999999999,1.7201757142857186,0,0,0.0,0.0,0.04079999999999995,False,0.0,0.37539999999999996,0.25070000000000014
256,256,1971-01-07,1.942,1.9836,1.942,1.9622,323001,0,62.00858687793862,1.8687799999999988,1.72181928571429,0,0,0.0,0.0,0.04210000000000025,False,0.0,0.4175000000000002,0.25070000000000014
257,257,1971-01-08,1.9836,2.0249,1.9836,2.0043,725314,0,65.4595950395573,1.8770966666666657,1.7236014285714327,0,0,0.0,0.0,0.02059999999999995,False,0.0,0.43810000000000016,0.25070000000000014
258,258,1971-01-11,2.0249,2.0463,2.0249,2.0249,186213,0,67.0033959857054,1.886129999999999,1.7250914285714327,0,0,0.0,0.0,0.0,False,0.0,0.43810000000000016,0.25070000000000014
259,259,1971-01-12,2.0249,2.0883,2.0249,2.0249,159776,0,67.00339598570538,1.8965366666666659,1.7267285714285754,0,0,0.0,0.0,0.06339999999999968,False,0.0,0.5014999999999998,0.25070000000000014
260,260,1971-01-13,2.0249,2.1508,2.0249,2.0883,351738,0,71.3675251215423,1.906256666666666,1.7285164285714327,0,1,0.0,2.0883,-0.041999999999999815,False,0.0,0.4595,0.25070000000000014
261,261,1971-01-14,2.0883,2.0883,2.0249,2.0463,166673,0,65.34120859890567,1.9174233333333324,1.7313521428571468,0,0,0.0,0.0,0.041999999999999815,False,0.0,0.5014999999999998,0.25070000000000014
262,262,1971-01-15,2.0672,2.1088,2.0672,2.0883,194260,0,68.1703793488227,1.926479999999999,1.7343371428571468,0,0,0.0,0.0,0.0,False,0.0,0.5014999999999998,0.25070000000000014
263,263,1971-01-18,2.0883,2.1088,2.0883,2.0883,120693,0,68.1703793488227,1.9355399999999992,1.7374757142857185,0,0,0.0,0.0,-0.041999999999999815,False,0.0,0.4595,0.25070000000000014
264,264,1971-01-19,2.0672,2.0672,2.0249,2.0463,110348,0,62.515942982404226,1.9438966666666657,1.7404600000000041,0,0,0.0,0.0,0.0,False,0.0,0.4595,0.25070000000000014
265,265,1971-01-20,2.0463,2.0672,2.0249,2.0463,172422,0,62.515942982404226,1.9494833333333323,1.7431442857142898,0,0,0.0,0.0,0.02090000000000014,False,0.0,0.48040000000000016,0.25070000000000014
266,266,1971-01-21,2.0463,2.0672,2.0463,2.0672,191961,0,64.15528123425166,1.9543699999999988,1.7459828571428613,0,0,0.0,0.0,0.04159999999999986,False,0.0,0.522,0.25070000000000014
267,267,1971-01-22,2.0672,2.1088,2.0672,2.1088,126442,0,67.16408932137978,1.959953333333332,1.7489707142857185,0,0,0.0,0.0,0.06289999999999996,False,0.0,0.5849,0.25070000000000014
268,268,1971-01-25,2.1088,2.1921,2.1088,2.1717,257480,0,71.03392615103125,1.968289999999999,1.752402142857147,0,1,0.0,2.1717,-0.02090000000000014,False,0.0,0.5639999999999998,0.25070000000000014
269,269,1971-01-26,2.1717,2.1717,2.1508,2.1508,175869,0,68.2217751365669,1.9773566666666655,1.7567321428571472,0,0,0.0,0.0,0.041300000000000114,False,0.0,0.6053,0.25070000000000014
270,270,1971-01-27,2.1508,2.1921,2.1508,2.1921,216099,0,70.63954912160652,1.9864266666666655,1.7609128571428616,0,1,0.0,2.1921,0.0,False,0.0,0.6053,0.25070000000000014
